,state,city,cityPopulation,populationBySex,medianAge,zipCodes,medianIncome,costOfLiving
,Georgia,Union-City-Georgia.html,"Population in 2017: 21,370 (98% urban, 2% rural). Population change since 2000: +83.9%","Males: 8,691  (40.7%)Females: 12,679  (59.3%)",Median resident age:32.1 yearsGeorgia median age:36.8 years,Zip codes: 30291.,"Estimated median household income in 2017: $37,777 (it was $35,322 in 2000)
Union City:$37,777GA:$56,183
Estimated per capita income in 2017: $19,136 (it was $17,208 in 2000)
Union City city income, earnings, and wages data
Estimated median house or condo value in 2017: $93,261 (it was $75,000 in 2000)
Union City:$93,261GA:$173,700
Mean prices in 2017: all housing units: $409,957; detached houses: $446,062; townhouses or other attached units: $274,239; in 2-unit structures: $260,316; in 3-to-4-unit structures: $186,891; in 5-or-more-unit structures: $295,054; mobile homes: $76,982","March 2019 cost of living index in Union City: 94.2 (less than average, U.S. average is 100)"
,Georgia,Fairburn-Georgia.html,"Population in 2017: 15,520 (97% urban, 3% rural). Population change since 2000: +184.0%","Males: 6,499  (41.9%)Females: 9,021  (58.1%)",Median resident age:32.6 yearsGeorgia median age:36.8 years,Zip codes: 30291.,"Estimated median household income in 2017: $46,534 (it was $39,679 in 2000)
Fairburn:$46,534GA:$56,183
Estimated per capita income in 2017: $21,821 (it was $18,898 in 2000)
Fairburn city income, earnings, and wages data
Estimated median house or condo value in 2017: $135,735 (it was $92,000 in 2000)
Fairburn:$135,735GA:$173,700
Mean prices in 2017: all housing units: $149,897; detached houses: $150,159; townhouses or other attached units: $163,561","March 2019 cost of living index in Fairburn: 95.2 (less than average, U.S. average is 100)"
,Georgia,Griffin-Georgia.html,"Population in 2017: 22,770 (98% urban, 2% rural). Population change since 2000: -2.9%
 

","Males: 10,439  (45.8%)Females: 12,331  (54.2%)",Median resident age:33.3 yearsGeorgia median age:36.8 years,Zip codes: 30223.,"Estimated median household income in 2017: $35,036 (it was $30,088 in 2000)
Griffin:$35,036GA:$56,183
Estimated per capita income in 2017: $21,862 (it was $15,563 in 2000)
Griffin city income, earnings, and wages data
Estimated median house or condo value in 2017: $104,795 (it was $89,900 in 2000)
Griffin:$104,795GA:$173,700","March 2019 cost of living index in Griffin: 94.3 (less than average, U.S. average is 100)"
,Georgia,Centerville-Georgia.html,"Population in 2017: 7,716 (100% urban, 0% rural). Population change since 2000: +80.4%","Males: 3,518  (45.6%)Females: 4,198  (54.4%)",Median resident age:38.8 yearsGeorgia median age:36.8 years,"Zip codes: 31028, 31093.Centerville Zip Code Map","Estimated median household income in 2017: $55,462 (it was $46,797 in 2000)
Centerville:$55,462GA:$56,183
Estimated per capita income in 2017: $31,799 (it was $20,434 in 2000)
Centerville city income, earnings, and wages data
Estimated median house or condo value in 2017: $139,549 (it was $81,400 in 2000)
Centerville:$139,549GA:$173,700
Mean prices in 2017: all housing units: $178,816; detached houses: $186,661; townhouses or other attached units: $61,182; mobile homes: $21,457","March 2019 cost of living index in Centerville: 91.2 (less than average, U.S. average is 100)"
,Georgia,Valdosta-Georgia.html,"Population in 2017: 56,085 (99% urban, 1% rural). Population change since 2000: +28.3%","Males: 26,782  (47.8%)Females: 29,303  (52.2%)",Median resident age:27.9 yearsGeorgia median age:36.8 years,Zip codes: 31698.,"Estimated median household income in 2017: $32,690 (it was $29,046 in 2000)
Valdosta:$32,690GA:$56,183
Estimated per capita income in 2017: $20,424 (it was $16,472 in 2000)
Valdosta city income, earnings, and wages data
Estimated median house or condo value in 2017: $119,399 (it was $81,600 in 2000)
Valdosta:$119,399GA:$173,700
Mean prices in 2017: all housing units: $196,859; detached houses: $192,871; townhouses or other attached units: $305,700; in 2-unit structures: $917,431; in 3-to-4-unit structures: $241,581; in 5-or-more-unit structures: $351,803; mobile homes: $52,568","March 2019 cost of living index in Valdosta: 88.6 (less than average, U.S. average is 100)"
,Georgia,North-Atlanta-Georgia.html,"Population in 2010: 40,456. Population change since 2000: +4.9%","Males: 21,374  (52.8%)Females: 19,082  (47.2%)",Median resident age:31.9 yearsGeorgia median age:36.8 years,Zip codes: 30319.,"Estimated median household income in 2017: $65,875 (it was $52,333 in 2000)
North Atlanta:$65,875GA:$56,183
Estimated per capita income in 2017: $45,896 (it was $32,087 in 2000)
North Atlanta CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $370,565 (it was $247,600 in 2000)
North Atlanta:$370,565GA:$173,700
Mean prices in 2017: all housing units: $284,133; detached houses: $290,575; townhouses or other attached units: $253,051; in 2-unit structures: over $1,000,000; in 3-to-4-unit structures: $132,629; in 5-or-more-unit structures: $196,621; mobile homes: $62,117","March 2019 cost of living index in North Atlanta: 98.8 (near average, U.S. average is 100)"
,Georgia,Winder-Georgia.html,"Population in 2017: 16,244 (100% urban, 0% rural). Population change since 2000: +59.2%","Males: 7,439  (45.8%)Females: 8,805  (54.2%)",Median resident age:36.7 yearsGeorgia median age:36.8 years,Zip codes: 30680.,"Estimated median household income in 2017: $49,508 (it was $35,924 in 2000)
Winder:$49,508GA:$56,183
Estimated per capita income in 2017: $21,764 (it was $17,108 in 2000)
Winder city income, earnings, and wages data
Estimated median house or condo value in 2017: $153,139 (it was $90,900 in 2000)
Winder:$153,139GA:$173,700","March 2019 cost of living index in Winder: 94.4 (less than average, U.S. average is 100)"
,Georgia,Martinez-Georgia.html,"Population in 2010: 35,795. Population change since 2000: +29.0%","Males: 16,829  (47.0%)Females: 18,966  (53.0%)",Median resident age:39.3 yearsGeorgia median age:36.8 years,Zip codes: 30907.,"Estimated median household income in 2017: $66,005 (it was $58,069 in 2000)
Martinez:$66,005GA:$56,183
Estimated per capita income in 2017: $31,910 (it was $26,734 in 2000)
Martinez CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $168,630 (it was $104,600 in 2000)
Martinez:$168,630GA:$173,700
Mean prices in 2017: all housing units: $223,435; detached houses: $233,742; townhouses or other attached units: $227,651; in 3-to-4-unit structures: over $1,000,000; mobile homes: $55,599","March 2019 cost of living index in Martinez: 90.1 (less than average, U.S. average is 100)"
,Georgia,Panthersville-Georgia.html,"Population in 2010: 9,749. Population change since 2000: -17.3%","Males: 4,190  (43.0%)Females: 5,559  (57.0%)",Median resident age:36.8 yearsGeorgia median age:36.8 years,Zip codes: 30034.,"Estimated median household income in 2017: $39,872 (it was $38,590 in 2000)
Panthersville:$39,872GA:$56,183
Estimated per capita income in 2017: $18,707 (it was $16,935 in 2000)
Panthersville CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $105,122 (it was $94,400 in 2000)
Panthersville:$105,122GA:$173,700
Mean prices in 2017: all housing units: $124,053; detached houses: $124,079; townhouses or other attached units: $88,465","March 2019 cost of living index in Panthersville: 94.5 (less than average, U.S. average is 100)"
,Georgia,Huntsville-Georgia.html,"Population in July 2007: 22,178.","Males: 11,370  (51.3%)Females: 10,808  (48.7%)",Median resident age:32.3 yearsGeorgia median age:33.4 years,Zip code: 30132,"Estimated median household income in 2017: $75,333 (it was $59,105 in 2000)
Huntsville:$75,333GA:$56,183
Estimated per capita income in 2017: $28,882 (it was $22,122 in 2000)
Huntsville CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $206,092 (it was $125,300 in 2000)
Huntsville:$206,092GA:$173,700","March 2019 cost of living index in Huntsville: 88.8 (less than average, U.S. average is 100)"
,Georgia,Warner-Robins-Georgia.html,"Population in 2017: 74,854 (100% urban, 0% rural). Population change since 2000: +53.4%","Males: 34,397  (46.0%)Females: 40,457  (54.0%)",Median resident age:35.0 yearsGeorgia median age:36.8 years,"Zip codes: 31005, 31088.Warner Robins Zip Code Map","Estimated median household income in 2017: $51,435 (it was $38,401 in 2000)
Warner Robins:$51,435GA:$56,183
Estimated per capita income in 2017: $25,238 (it was $18,121 in 2000)
Warner Robins city income, earnings, and wages data
Estimated median house or condo value in 2017: $100,100 (it was $73,900 in 2000)
Warner Robins:$100,100GA:$173,700","March 2019 cost of living index in Warner Robins: 90.3 (less than average, U.S. average is 100)"
,Georgia,East-Point-Georgia.html,"Population in 2017: 35,282 (100% urban, 0% rural). Population change since 2000: -10.9%","Males: 17,051  (48.3%)Females: 18,231  (51.7%)",Median resident age:36.2 yearsGeorgia median age:36.8 years,Zip codes: 30344.,"Estimated median household income in 2017: $41,492 (it was $31,874 in 2000)
East Point:$41,492GA:$56,183
Estimated per capita income in 2017: $23,974 (it was $15,175 in 2000)
East Point city income, earnings, and wages data
Estimated median house or condo value in 2017: $110,341 (it was $86,600 in 2000)
East Point:$110,341GA:$173,700
Mean prices in 2017: all housing units: $409,957; detached houses: $446,062; townhouses or other attached units: $274,239; in 2-unit structures: $260,316; in 3-to-4-unit structures: $186,891; in 5-or-more-unit structures: $295,054; mobile homes: $76,982","March 2019 cost of living index in East Point: 95.1 (less than average, U.S. average is 100)"
,Georgia,Perry-Georgia.html,"Population in 2017: 16,684 (89% urban, 11% rural). Population change since 2000: +73.8%","Males: 8,237  (49.4%)Females: 8,447  (50.6%)",Median resident age:32.6 yearsGeorgia median age:36.8 years,"Zip codes: 31047, 31069.Perry Zip Code Map","Estimated median household income in 2017: $44,603 (it was $31,418 in 2000)
Perry:$44,603GA:$56,183
Estimated per capita income in 2017: $22,005 (it was $18,266 in 2000)
Perry city income, earnings, and wages data
Estimated median house or condo value in 2017: $129,513 (it was $80,400 in 2000)
Perry:$129,513GA:$173,700
Mean prices in 2017: all housing units: $169,349; detached houses: $173,318; townhouses or other attached units: $154,614; mobile homes: $61,457","March 2019 cost of living index in Perry: 90.7 (less than average, U.S. average is 100)"
,Georgia,Nevils-Stilson-Georgia.html,"Population in July 2007: 7,249.","Males: 3,612  (49.8%)Females: 3,637  (50.2%)",Median resident age:35.3 yearsGeorgia median age:33.4 years,Zip code: 31321,"Estimated median household income in 2017: $60,085 (it was $42,063 in 2000)
Nevils-Stilson:$60,085GA:$56,183
Estimated per capita income in 2017: $25,709 (it was $19,032 in 2000)
Nevils-Stilson CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $122,079 (it was $72,400 in 2000)
Nevils-Stilson:$122,079GA:$173,700
Mean prices in 2017: all housing units: $178,584; detached houses: $209,599; townhouses or other attached units: $143,651; in 2-unit structures: $238,853; in 3-to-4-unit structures: $42,761; in 5-or-more-unit structures: $76,791; mobile homes: $68,953","March 2019 cost of living index in Nevils-Stilson: 79.2 (low, U.S. average is 100)"
,Georgia,Woodstock-Georgia.html,"Population in 2017: 31,564 (100% urban, 0% rural). Population change since 2000: +214.1%","Males: 14,836  (47.0%)Females: 16,728  (53.0%)",Median resident age:36.4 yearsGeorgia median age:36.8 years,Zip codes: 30189.,"Estimated median household income in 2017: $70,064 (it was $58,506 in 2000)
Woodstock:$70,064GA:$56,183
Estimated per capita income in 2017: $35,331 (it was $25,586 in 2000)
Woodstock city income, earnings, and wages data
Estimated median house or condo value in 2017: $234,679 (it was $134,000 in 2000)
Woodstock:$234,679GA:$173,700
Mean prices in 2017: all housing units: $204,321; detached houses: $209,080; townhouses or other attached units: $182,483; in 5-or-more-unit structures: $114,430; mobile homes: $55,447","March 2019 cost of living index in Woodstock: 96.9 (near average, U.S. average is 100)"
,Georgia,Westside-Georgia.html,"Population in July 2007: 15,369.","Males: 7,642  (49.7%)Females: 7,727  (50.3%)",Median resident age:35.6 yearsGeorgia median age:33.4 years,Zip code: 30740,"Estimated median household income in 2017: $44,463 (it was $43,000 in 2000)
Westside:$44,463GA:$56,183
Estimated per capita income in 2017: $24,060 (it was $20,050 in 2000)
Westside CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $132,708 (it was $86,200 in 2000)
Westside:$132,708GA:$173,700
Mean prices in 2017: all housing units: $199,459; detached houses: $225,413; townhouses or other attached units: $273,562; in 2-unit structures: $25,161; in 3-to-4-unit structures: $52,831; in 5-or-more-unit structures: $209,244; mobile homes: $59,641","March 2019 cost of living index in Westside: 84.8 (less than average, U.S. average is 100)"
,Georgia,Waresboro-Georgia.html,"Population in July 2007: 6,724.","Males: 3,893  (57.9%)Females: 2,831  (42.1%)",Median resident age:35.7 yearsGeorgia median age:33.4 years,Zip code: 31552,"Estimated median household income in 2017: $44,786 (it was $32,402 in 2000)
Waresboro:$44,786GA:$56,183
Estimated per capita income in 2017: $17,861 (it was $12,605 in 2000)
Waresboro CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $88,378 (it was $53,900 in 2000)
Waresboro:$88,378GA:$173,700","March 2019 cost of living index in Waresboro: 82.0 (low, U.S. average is 100)"
,Georgia,West-Jackson-Georgia.html,"Population in July 2007: 14,142.","Males: 7,167  (50.7%)Females: 6,975  (49.3%)",Median resident age:33.5 yearsGeorgia median age:33.4 years,Zip code: 30567,"Estimated median household income in 2017: $77,215 (it was $46,810 in 2000)
West Jackson:$77,215GA:$56,183
Estimated per capita income in 2017: $34,021 (it was $19,113 in 2000)
West Jackson CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $242,927 (it was $117,100 in 2000)
West Jackson:$242,927GA:$173,700","March 2019 cost of living index in West Jackson: 86.1 (less than average, U.S. average is 100)"
,Georgia,Holly-Springs-Georgia.html,"Population in 2017: 11,935 (100% urban, 0% rural). Population change since 2000: +273.6%","Males: 5,622  (47.1%)Females: 6,313  (52.9%)",Median resident age:34.8 yearsGeorgia median age:36.8 years,Zip codes: 30188.,"Estimated median household income in 2017: $80,654 (it was $57,019 in 2000)
Holly Springs:$80,654GA:$56,183
Estimated per capita income in 2017: $32,419 (it was $22,992 in 2000)
Holly Springs city income, earnings, and wages data
Estimated median house or condo value in 2017: $253,837 (it was $115,500 in 2000)
Holly Springs:$253,837GA:$173,700
Mean prices in 2017: all housing units: $247,127; detached houses: $254,898; townhouses or other attached units: $160,257","March 2019 cost of living index in Holly Springs: 96.4 (near average, U.S. average is 100)"
,Georgia,Hinesville-Georgia.html,"Population in 2017: 33,140 (99% urban, 1% rural). Population change since 2000: +9.0%
 

","Males: 16,141  (48.7%)Females: 16,999  (51.3%)",Median resident age:28.6 yearsGeorgia median age:36.8 years,Zip codes: 31313.,"Estimated median household income in 2017: $46,458 (it was $35,013 in 2000)
Hinesville:$46,458GA:$56,183
Estimated per capita income in 2017: $22,877 (it was $14,300 in 2000)
Hinesville city income, earnings, and wages data
Estimated median house or condo value in 2017: $132,468 (it was $76,300 in 2000)
Hinesville:$132,468GA:$173,700
Mean prices in 2017: all housing units: $153,807; detached houses: $166,328; townhouses or other attached units: $216,392; in 3-to-4-unit structures: $110,005; in 5-or-more-unit structures: $141,682; mobile homes: $63,469; occupied boats, rvs, vans, etc.: $46,334","March 2019 cost of living index in Hinesville: 89.0 (less than average, U.S. average is 100)"
,Georgia,Winston-Georgia.html,"Population in July 2007: 7,625.","Males: 3,833  (50.3%)Females: 3,792  (49.7%)",Median resident age:35.6 yearsGeorgia median age:33.4 years,Zip code: 30180,"Estimated median household income in 2017: $54,714 (it was $44,875 in 2000)
Winston:$54,714GA:$56,183
Estimated per capita income in 2017: $21,850 (it was $18,164 in 2000)
Winston CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $156,280 (it was $96,500 in 2000)
Winston:$156,280GA:$173,700","March 2019 cost of living index in Winston: 98.2 (near average, U.S. average is 100)"
,Georgia,Murrayville-Georgia.html,"Population in July 2007: 16,222.","Males: 8,140  (50.2%)Females: 8,082  (49.8%)",Median resident age:36.4 yearsGeorgia median age:33.4 years,Zip code: 30506,"Estimated median household income in 2017: $65,589 (it was $47,525 in 2000)
Murrayville:$65,589GA:$56,183
Estimated per capita income in 2017: $31,967 (it was $20,641 in 2000)
Murrayville CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $206,126 (it was $117,500 in 2000)
Murrayville:$206,126GA:$173,700
Mean prices in 2017: all housing units: $246,280; detached houses: $262,322; townhouses or other attached units: $182,784; in 2-unit structures: $475,954; in 3-to-4-unit structures: $90,059; in 5-or-more-unit structures: $190,741; mobile homes: $63,666","March 2019 cost of living index in Murrayville: 86.7 (less than average, U.S. average is 100)"
,Georgia,Skidaway-Island-Georgia.html,"Population in 2010: 8,341. Population change since 2000: +20.6%","Males: 3,864  (46.3%)Females: 4,477  (53.7%)",Median resident age:66.0 yearsGeorgia median age:36.8 years,Zip codes: 31411.,"Estimated median household income in 2017: $103,097 (it was $96,395 in 2000)
Skidaway Island:$103,097GA:$56,183
Estimated per capita income in 2017: $69,478 (it was $63,851 in 2000)
Skidaway Island CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $513,117 (it was $308,200 in 2000)
Skidaway Island:$513,117GA:$173,700
Mean prices in 2017: all housing units: $260,976; detached houses: $272,520; townhouses or other attached units: $253,157; in 2-unit structures: $233,302; in 3-to-4-unit structures: $136,599; in 5-or-more-unit structures: $259,999; mobile homes: $43,337","March 2019 cost of living index in Skidaway Island: 96.5 (near average, U.S. average is 100)"
,Georgia,Tyrone-Georgia.html,"Population in 2017: 7,336 (97% urban, 3% rural). Population change since 2000: +87.3%","Males: 3,315  (45.2%)Females: 4,021  (54.8%)",Median resident age:37.9 yearsGeorgia median age:36.8 years,Zip codes: 30290.,"Estimated median household income in 2017: $82,764 (it was $63,080 in 2000)
Tyrone:$82,764GA:$56,183
Estimated per capita income in 2017: $37,549 (it was $26,463 in 2000)
Tyrone town income, earnings, and wages data
Estimated median house or condo value in 2017: $271,148 (it was $149,200 in 2000)
Tyrone:$271,148GA:$173,700
Mean prices in 2017: all housing units: $313,535; detached houses: $321,164; townhouses or other attached units: $295,430; in 3-to-4-unit structures: $309,704; in 5-or-more-unit structures: $110,918; mobile homes: $33,921","March 2019 cost of living index in Tyrone: 95.0 (less than average, U.S. average is 100)"
,Georgia,Zenith-Georgia.html,"Population in July 2007: 8,944.","Males: 4,545  (50.8%)Females: 4,399  (49.2%)",Median resident age:34.0 yearsGeorgia median age:33.4 years,Zip code: 31030,"Estimated median household income in 2017: $45,997 (it was $40,007 in 2000)
Zenith:$45,997GA:$56,183
Estimated per capita income in 2017: $24,409 (it was $16,362 in 2000)
Zenith CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $107,898 (it was $73,400 in 2000)
Zenith:$107,898GA:$173,700","March 2019 cost of living index in Zenith: 83.1 (low, U.S. average is 100)"
,Georgia,Riverdale-Georgia.html,"Population in 2017: 16,439 (100% urban, 0% rural). Population change since 2000: +31.7%","Males: 7,799  (47.4%)Females: 8,640  (52.6%)",Median resident age:33.5 yearsGeorgia median age:36.8 years,"Zip codes: 30274, 30296.Riverdale Zip Code Map","Estimated median household income in 2017: $38,336 (it was $39,530 in 2000)
Riverdale:$38,336GA:$56,183
Estimated per capita income in 2017: $19,451 (it was $15,377 in 2000)
Riverdale city income, earnings, and wages data
Estimated median house or condo value in 2017: $96,785 (it was $90,200 in 2000)
Riverdale:$96,785GA:$173,700
Mean prices in 2017: all housing units: $131,433; detached houses: $134,880; townhouses or other attached units: $164,885; in 2-unit structures: $250,215; in 3-to-4-unit structures: $63,816; in 5-or-more-unit structures: $51,761; mobile homes: $26,439","March 2019 cost of living index in Riverdale: 94.1 (less than average, U.S. average is 100)"
,Georgia,North-Whitfield-Georgia.html,"Population in July 2007: 10,574.","Males: 5,247  (49.6%)Females: 5,327  (50.4%)",Median resident age:33.8 yearsGeorgia median age:33.4 years,Zip code: 30710,"Estimated median household income in 2017: $46,997 (it was $45,450 in 2000)
North Whitfield:$46,997GA:$56,183
Estimated per capita income in 2017: $22,080 (it was $18,400 in 2000)
North Whitfield CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $137,942 (it was $89,600 in 2000)
North Whitfield:$137,942GA:$173,700
Mean prices in 2017: all housing units: $199,459; detached houses: $225,413; townhouses or other attached units: $273,562; in 2-unit structures: $25,161; in 3-to-4-unit structures: $52,831; in 5-or-more-unit structures: $209,244; mobile homes: $59,641","March 2019 cost of living index in North Whitfield: 84.4 (less than average, U.S. average is 100)"
,Georgia,Sandy-Springs-Georgia.html,"Population in 2017: 106,739 (100% urban, 0% rural). Population change since 2000: +24.4%
 

","Males: 50,107  (46.9%)Females: 56,632  (53.1%)",Median resident age:36.6 yearsGeorgia median age:36.8 years,Zip codes: 30328.,"Estimated median household income in 2017: $74,223 (it was $60,428 in 2000)
Sandy Springs:$74,223GA:$56,183
Estimated per capita income in 2017: $59,958 (it was $45,494 in 2000)
Sandy Springs CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $499,200 (it was $316,600 in 2000)
Sandy Springs:$499,200GA:$173,700
Mean prices in 2017: all housing units: $639,381; detached houses: $823,020; townhouses or other attached units: $232,323; in 2-unit structures: $463,892; in 3-to-4-unit structures: $62,589; in 5-or-more-unit structures: $189,759; mobile homes: $137,991","March 2019 cost of living index in Sandy Springs: 99.8 (near average, U.S. average is 100)"
,Georgia,Dalton-Georgia.html,"Population in 2017: 33,748 (100% urban, 0% rural). Population change since 2000: +20.9%
 

","Males: 16,272  (48.2%)Females: 17,476  (51.8%)",Median resident age:31.5 yearsGeorgia median age:36.8 years,"Zip codes: 30720, 30721, 30740, 30755.Dalton Zip Code Map","Estimated median household income in 2017: $36,575 (it was $34,312 in 2000)
Dalton:$36,575GA:$56,183
Estimated per capita income in 2017: $21,311 (it was $20,575 in 2000)
Dalton city income, earnings, and wages data
Estimated median house or condo value in 2017: $145,075 (it was $99,600 in 2000)
Dalton:$145,075GA:$173,700
Mean prices in 2017: all housing units: $221,662; detached houses: $239,497; townhouses or other attached units: $342,073; in 2-unit structures: $229,785; in 3-to-4-unit structures: $66,929; in 5-or-more-unit structures: $178,283; mobile homes: $29,563","March 2019 cost of living index in Dalton: 87.9 (less than average, U.S. average is 100)"
,Georgia,Smyrna-Georgia.html,"Population in 2017: 56,685 (100% urban, 0% rural). Population change since 2000: +38.3%","Males: 26,982  (47.6%)Females: 29,703  (52.4%)",Median resident age:35.5 yearsGeorgia median age:36.8 years,Zip codes: 30080.,"Estimated median household income in 2017: $74,123 (it was $47,572 in 2000)
Smyrna:$74,123GA:$56,183
Estimated per capita income in 2017: $43,751 (it was $27,637 in 2000)
Smyrna city income, earnings, and wages data
Estimated median house or condo value in 2017: $287,751 (it was $121,700 in 2000)
Smyrna:$287,751GA:$173,700
Mean prices in 2017: all housing units: $284,641; detached houses: $328,390; townhouses or other attached units: $207,722; in 2-unit structures: $610,365; in 3-to-4-unit structures: $155,527; in 5-or-more-unit structures: $162,410","March 2019 cost of living index in Smyrna: 96.9 (near average, U.S. average is 100)"
,Georgia,Toccoa-Georgia.html,"Population in 2017: 8,336 (96% urban, 4% rural). Population change since 2000: -10.6%
 

","Males: 3,541  (42.5%)Females: 4,795  (57.5%)",Median resident age:33.7 yearsGeorgia median age:36.8 years,Zip codes: 30577.,"Estimated median household income in 2017: $35,977 (it was $25,345 in 2000)
Toccoa:$35,977GA:$56,183
Estimated per capita income in 2017: $18,230 (it was $14,942 in 2000)
Toccoa city income, earnings, and wages data
Estimated median house or condo value in 2017: $95,952 (it was $70,400 in 2000)
Toccoa:$95,952GA:$173,700","March 2019 cost of living index in Toccoa: 78.5 (low, U.S. average is 100)"
,Georgia,Pooler-Burroughs-Georgia.html,"Population in July 2007: 30,395.","Males: 15,115  (49.7%)Females: 15,280  (50.3%)",Median resident age:31.9 yearsGeorgia median age:33.4 years,Zip code: 31419,"Estimated median household income in 2017: $67,922 (it was $46,325 in 2000)
Pooler-Burroughs:$67,922GA:$56,183
Estimated per capita income in 2017: $31,609 (it was $22,299 in 2000)
Pooler-Burroughs CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $192,500 (it was $91,500 in 2000)
Pooler-Burroughs:$192,500GA:$173,700
Mean prices in 2017: all housing units: $260,976; detached houses: $272,520; townhouses or other attached units: $253,157; in 2-unit structures: $233,302; in 3-to-4-unit structures: $136,599; in 5-or-more-unit structures: $259,999; mobile homes: $43,337","March 2019 cost of living index in Pooler-Burroughs: 97.4 (near average, U.S. average is 100)"
,Georgia,Red-Bud-Georgia.html,"Population in July 2007: 6,266.","Males: 3,179  (50.7%)Females: 3,087  (49.3%)",Median resident age:32.9 yearsGeorgia median age:33.4 years,Zip code: 30734,"Estimated median household income in 2017: $47,192 (it was $39,767 in 2000)
Red Bud:$47,192GA:$56,183
Estimated per capita income in 2017: $20,694 (it was $16,204 in 2000)
Red Bud CCD income, earnings, and wages data
Estimated median house or condo value in 2017: $125,691 (it was $77,500 in 2000)
Red Bud:$125,691GA:$173,700
Mean prices in 2017: all housing units: $175,469; detached houses: $184,638; townhouses or other attached units: $187,643; in 2-unit structures: $473,712; in 3-to-4-unit structures: $187,422; in 5-or-more-unit structures: $163,585; mobile homes: $86,373","March 2019 cost of living index in Red Bud: 84.2 (less than average, U.S. average is 100)"
,Georgia,Milledgeville-Georgia.html,"Population in 2017: 18,575 (100% urban, 0% rural). Population change since 2000: -1.0%
 

","Males: 9,417  (50.7%)Females: 9,158  (49.3%)",Median resident age:27.6 yearsGeorgia median age:36.8 years,Zip codes: 31062.,"Estimated median household income in 2017: $22,108 (it was $30,484 in 2000)
Milledgeville:$22,108GA:$56,183
Estimated per capita income in 2017: $14,877 (it was $12,782 in 2000)
Milledgeville city income, earnings, and wages data
Estimated median house or condo value in 2017: $122,818 (it was $81,800 in 2000)
Milledgeville:$122,818GA:$173,700
Mean prices in 2017: all housing units: $159,448; detached houses: $161,400; mobile homes: $31,181","March 2019 cost of living index in Milledgeville: 83.0 (low, U.S. average is 100)"
,Georgia,Whitemarsh-Island-Georgia.html,"Population in 2010: 6,792. Population change since 2000: +16.6%","Males: 3,314  (48.8%)Females: 3,478  (51.2%)",Median resident age:37.9 yearsGeorgia median age:36.8 years,Zip codes: 31410.,"Estimated median household income in 2017: $72,702 (it was $58,087 in 2000)
Whitemarsh Island:$72,702GA:$56,183
Estimated per capita income in 2017: $42,423 (it was $31,529 in 2000)
Whitemarsh Island CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $286,856 (it was $126,700 in 2000)
Whitemarsh Island:$286,856GA:$173,700
Mean prices in 2017: all housing units: $434,466; detached houses: $504,672; townhouses or other attached units: $183,401; in 5-or-more-unit structures: $117,712","March 2019 cost of living index in Whitemarsh Island: 94.9 (less than average, U.S. average is 100)"
,Georgia,Peachtree-City-Georgia.html,"Population in 2017: 35,262 (97% urban, 3% rural). Population change since 2000: +11.7%
 

","Males: 17,093  (48.5%)Females: 18,169  (51.5%)",Median resident age:41.9 yearsGeorgia median age:36.8 years,"Zip codes: 30269, 30290.Peachtree City Zip Code Map","Estimated median household income in 2017: $93,974 (it was $76,458 in 2000)
Peachtree City:$93,974GA:$56,183
Estimated per capita income in 2017: $44,048 (it was $31,667 in 2000)
Peachtree City city income, earnings, and wages data
Estimated median house or condo value in 2017: $329,510 (it was $189,800 in 2000)
Peachtree City:$329,510GA:$173,700
Mean prices in 2017: all housing units: $313,535; detached houses: $321,164; townhouses or other attached units: $295,430; in 3-to-4-unit structures: $309,704; in 5-or-more-unit structures: $110,918; mobile homes: $33,921","March 2019 cost of living index in Peachtree City: 97.4 (near average, U.S. average is 100)"
