State,City,City Population,Median Age (Years),Zip Codes,Median Income,Cost Of Living,Female Population,Male Population
connecticut,woodstock connecticut.html," 7,964. Population change since 2000: +10.3%
 
",44.1,6281,"$77,943 ", 117.7 /100,50.50%,49.50%
connecticut,manchester connecticut.html," 58,241. Population change since 2000: +6.4%
 
",36.9,6040,"$68,583 ", 110.7 /100,52.00%,48.00%
connecticut,watertown connecticut.html," 22,514. Population change since 2000: +3.9%
 
",44,6795,"$82,822 ", 143.1 /100,51.50%,48.50%
connecticut,thompsonville connecticut.html," 8,577. Population change since 2000: +5.6",37.8,6082,"$52,482 ", 105.2 /100,51.80%,48.20%
connecticut,wallingford center connecticut.html," 18,209. Population change since 2000: +4.0",44.3,6492,"$66,698 ", 129.0 /100,51.60%,48.40%
connecticut,ledyard connecticut.html," 15,051. Population change since 2000: +2.5%
 
",40.6,6339,"$89,045 ", 112.0 /100,50.20%,49.80%
connecticut,new milford connecticut.html," 6,523. Population change since 2000: -1.7",41.1,6776,"$59,278 ", 132.3 /100,53.20%,46.80%
connecticut,windsor locks connecticut.html," 12,498. Population change since 2000: +3.8",43.9,6096,"$67,545 ", 105.2 /100,51.60%,48.40%
connecticut,wethersfield connecticut.html," 26,668. Population change since 2000: +1.5",44.7,6109,"$82,026 ", 105.3 /100,53.60%,46.40%
connecticut,torrington connecticut.html,"34,538",45.6,6790,"$62,916 ", 126.2 /100,49.40%,50.60%
connecticut,west haven connecticut.html,"54,843",35.1,6516,"$56,996 ", 128.9 /100,49.40%,50.60%
connecticut,suffield connecticut.html," 15,735. Population change since 2000: +16.1%
 
",41.8,6078,"$92,550 ", 111.1 /100,44.40%,55.60%
connecticut,west hartford connecticut.html," 63,268. Population change since 2000: -0.5",41,6107,"$95,970 ", 106.5 /100,52.60%,47.40%
connecticut,avon connecticut.html," 18,098. Population change since 2000: +14.3%
 
",44.9,6001,"$126,180 ", 113.6 /100,51.90%,48.10%
connecticut,waterbury connecticut.html,"108,629",34.7,6702,"$42,969 ", 127.1 /100,53.20%,46.80%
connecticut,willimantic connecticut.html," 17,737. Population change since 2000: +12.1",26.7,6226,"$34,111 ", 116.7 /100,53.90%,46.10%
connecticut,southwood acres connecticut.html," 7,657. Population change since 2000: -5.1",42.4,6082,"$84,109 ", 105.5 /100,50.80%,49.20%
connecticut,milford connecticut.html,"52,970",44.7,6460,"$89,151 ", 131.5 /100,51.10%,48.90%
connecticut,thompson connecticut.html," 9,458. Population change since 2000: +6.5%
 
",42.6,6255,"$64,912 ", 116.8 /100,50.00%,50.00%
connecticut,weston connecticut.html," 10,179. Population change since 2000: +1.4%
 
",43.4,6883," over $200,000 ", 156.0 /100,50.50%,49.50%
connecticut,willington connecticut.html," 6,041. Population change since 2000: +1.4%
 
",38.3,6279,"$63,135 ", 104.8 /100,48.90%,51.10%
connecticut,plainville connecticut.html," 17,716. Population change since 2000: +2.2%
 
",42,6062,"$66,793 ", 109.9 /100,51.60%,48.40%
connecticut,groton connecticut.html,"9,092",32.8,6340,"$57,629 ", 106.9 /100,49.60%,50.40%
connecticut,wilton connecticut.html," 18,062. Population change since 2000: +2.4%
 
",42.9,6897,"$197,673 ", 153.6 /100,51.30%,48.70%
connecticut,waterford connecticut.html," 19,517. Population change since 2000: +1.9%
 
",46.1,6385,"$79,664 ", 113.3 /100,51.50%,48.50%
connecticut,naugatuck connecticut.html,"31,461",39.2,6770,"$65,399 ", 126.7 /100,50.80%,49.20%
connecticut,east haddam connecticut.html," 9,126. Population change since 2000: +9.5%
 
",44.2,6423,"$83,857 ", 127.1 /100,50.10%,49.90%
connecticut,monroe connecticut.html," 19,479. Population change since 2000: +1.2%
 
",42.7,6468,"$118,804 ", 141.7 /100,50.80%,49.20%
connecticut,norwich connecticut.html,"39,470",37.5,6334,"$55,674 ", 106.4 /100,51.80%,48.20%
connecticut,ridgefield connecticut.html," 7,645. Population change since 2000: +6.0",45.2,6877,"$127,589 ", 134.4 /100,51.30%,48.70%
connecticut,central manchester connecticut.html,"31,154",35.7,6040,"$61,022 ", 110.8 /100,51.90%,48.10%
connecticut,farmington connecticut.html," 25,340. Population change since 2000: +7.2%
 
",44.2,6032,"$93,070 ", 112.5 /100,52.40%,47.60%
connecticut,east haven connecticut.html," 29,257. Population change since 2000: +3.8",43.1,6473,"$64,986 ", 128.9 /100,52.20%,47.80%
connecticut,trumbull connecticut.html," 36,018. Population change since 2000: +5.2",43.7,6611,"$117,177 ", 132.8 /100,51.30%,48.70%
connecticut,vernon connecticut.html," 29,179. Population change since 2000: +4.0%
 
",40.2,6066,"$58,403 ", 111.1 /100,52.20%,47.80%
connecticut,new london connecticut.html,"27,072",31.4,6320,"$38,716 ", 108.1 /100,52.20%,47.80%
connecticut,new britain connecticut.html,"72,710",35.6,6051,"$43,574 ", 105.4 /100,54.30%,45.70%
connecticut,prospect connecticut.html," 9,405. Population change since 2000: +8.0%
 
",43.8,6712,"$92,502 ", 136.6 /100,51.80%,48.20%
connecticut,windham connecticut.html," 25,268. Population change since 2000: +10.5%
 
",30.3,6226,"$49,442 ", 128.2 /100,51.30%,48.70%
connecticut,wolcott connecticut.html," 16,680. Population change since 2000: +9.6%
 
",42.7,6716,"$84,035 ", 135.3 /100,51.60%,48.40%
connecticut,bethel connecticut.html," 9,549. Population change since 2000: +4.5",42.7,6801,"$77,852 ", 131.0 /100,51.60%,48.40%
connecticut,bristol connecticut.html,"60,223",40.3,6010,"$65,041 ", 104.6 /100,50.90%,49.10%
connecticut,winsted connecticut.html," 7,712. Population change since 2000: +5.3",46.7,6098,"$46,789 ", 128.1 /100,49.90%,50.10%
connecticut,tolland connecticut.html," 15,052. Population change since 2000: +14.5%
 
",41.6,6084,"$94,535 ", 110.1 /100,50.40%,49.60%
connecticut,south windsor connecticut.html," 25,709. Population change since 2000: +5.3%
 
",43.3,6074,"$102,668 ", 110.5 /100,51.70%,48.30%
connecticut,orange connecticut.html," 13,956. Population change since 2000: +5.5",45.8,6477,"$112,900 ", 130.9 /100,52.70%,47.30%
connecticut,new canaan connecticut.html," 19,738. Population change since 2000: +1.8%
 
",43,6840,"$198,176 ", 167.1 /100,51.90%,48.10%
connecticut,middletown connecticut.html,"46,478",37.3,6457,"$62,328 ", 125.4 /100,51.40%,48.60%
connecticut,bridgeport connecticut.html,"146,579",34.8,6604,"$45,048 ", 130.9 /100,50.20%,49.80%
connecticut,north haven connecticut.html," 24,093. Population change since 2000: +4.6",45.6,6473,"$99,228 ", 128.8 /100,53.20%,46.80%
connecticut,westport connecticut.html," 26,391. Population change since 2000: +2.5",45.4,6880,"$184,239 ", 138.4 /100,52.40%,47.60%
connecticut,meriden connecticut.html,"59,927",42.6,6450,"$59,110 ", 127.1 /100,52.70%,47.30%
connecticut,winchester connecticut.html," 11,242. Population change since 2000: +5.4%
 
",44,6098,"$65,052 ", 144.4 /100,50.80%,49.20%
delaware,central kent delaware.html,"21,857",33.6,19943,"$58,650 ", 96.2 /100,51.10%,48.90%
delaware,upper christiana delaware.html,"25,793",31.7,19713,"$70,229 ", 106.6 /100,50.80%,49.20%
delaware,north star delaware.html," 7,980. Population change since 2000: -3.6",49.7,19711,"$140,640 ", 103.0 /100,50.60%,49.40%
delaware,milford delaware.html,"11,075",38.2,19960,"$51,420 ", 83.7 /100,51.90%,48.10%
delaware,seaford delaware.html,"7,750",40.4,19973,"$44,901 ", 84.7 /100,54.40%,45.60%
delaware,georgetown delaware.html,"7,291",32,19947,"$50,392 ", 82.9 /100,50.20%,49.80%
delaware,elsmere delaware.html,"6,045",35.7,19804,"$50,113 ", 100.8 /100,52.70%,47.30%
delaware,smyrna delaware.html,"11,584",36.6,19977,"$50,943 ", 90.5 /100,52.00%,48.00%
delaware,middletown delaware.html,"21,897",36.6,19709,"$52,972 ", 100.2 /100,55.60%,44.40%
delaware,newark delaware.html,"33,858",24.1,19711,"$61,992 ", 102.3 /100,53.10%,46.90%
delaware,wilmington delaware.html,"71,106",36.4,19801,"$35,963 ", 102.1 /100,51.70%,48.30%
delaware,claymont delaware.html," 8,253. Population change since 2000: -10.5",38.9,19703,"$51,891 ", 101.5 /100,50.40%,49.60%
florida,alafaya florida.html,"88,496",35.8,32817," $54,107
Alafaya:$54,107FL:$52,594
Estimated per capita income in 2017: $29,053
Alafaya CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $234,400
Alafaya:$234,400FL:$214,00", 92.4 /100,52.40%,47.60%
florida,bardmoor florida.html,"9,732",48.4,33777," $51,512
Bardmoor:$51,512FL:$52,594
Estimated per capita income in 2017: $33,289
Bardmoor CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $197,300
Bardmoor:$197,300FL:$214,000
Mean prices in 2017: all housing units: $252,203; detached houses: $285,141; townhouses or other attached units: $196,985; in 3-to-4-unit structures: $102,623; in 5-or-more-unit structures: $118,39", 95.1 /100,50.60%,49.40%
florida,boca ciega florida.html,"68,887",47.7,33772,"$55,857 ", 102.1 /100,52.80%,47.20%
florida,fellowship florida.html,"22,788",54.6,34481,"$43,195 ", 85.5 /100,52.30%,47.70%
florida,gulf breeze harold florida.html,"67,908",37.6,32566,"$71,859 ", 90.9 /100,48.80%,51.20%
florida,boca del mar florida.html,"24,318",46.6,33433,"$69,750 ", 110.9 /100,54.70%,45.30%
florida,interlachen florahome florida.html,"24,964",40,32148,"$35,411 ", 82.8 /100,50.10%,49.90%
florida,avon park florida.html,"10,408",34.7,33825,"$27,784 ", 78.3 /100,58.40%,41.60%
florida,fleming island florida.html,"27,126",43.7,32003," $65,247
Fleming Island:$65,247FL:$52,594
Estimated per capita income in 2017: $29,465
Fleming Island CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $177,700
Fleming Island:$177,700FL:$214,000
Mean prices in 2017: all housing units: $287,019; detached houses: $299,079; townhouses or other attached units: $140,841; in 3-to-4-unit structures: $156,059; in 5-or-more-unit structures: $446,162; mobile homes: $87,74", 90.5 /100,50.80%,49.20%
florida,bithlo florida.html," 8,268. Population change since 2000: +78.7",33.4,32820,"$45,226 ", 88.8 /100,47.30%,52.70%
florida,cantonment florida.html,"44,893",37.1,32533,"$62,639 ", 89.0 /100,51.40%,48.60%
florida,islamorada florida.html,"6,544",56.5,33036,"$64,564 ", 107.3 /100,47.20%,52.80%
florida,east orange florida.html,"14,372",37.1,32833,"$55,367 ", 96.2 /100,48.40%,51.60%
florida,boyette florida.html,"6,874",35.6,33569,"$74,207 ", 104.2 /100,49.70%,50.30%
florida,key largo florida.html," 10,433. Population change since 2000: -12.2",53.4,33037,"$66,204 ", 96.3 /100,50.40%,49.60%
florida,kathleen florida.html," 6,332. Population change since 2000: +93.0",33.9,33810,"$52,766 ", 85.6 /100,49.70%,50.30%
florida,cheval florida.html," 10,702. Population change since 2000: +40.8",41.7,33548,"$63,110 ", 97.1 /100,54.30%,45.70%
florida,fort mccoy anthony florida.html,"20,434",38.3,32113,"$42,325 ", 84.6 /100,48.40%,51.60%
florida,dade city florida.html,"7,134",40.7,33523,"$42,230 ", 93.6 /100,52.20%,47.80%
florida,gonzalez florida.html," 13,273. Population change since 2000: +16.8",41.6,32533,"$69,196 ", 85.6 /100,51.30%,48.70%
florida,leisure city florida.html," 22,655. Population change since 2000: +2.3",33.3,33033,"$40,386 ", 108.6 /100,50.30%,49.70%
florida,greater northdale florida.html,"23,859",35.8,33624,"$78,545 ", 101.0 /100,52.10%,47.90%
florida,ensley florida.html," 20,602. Population change since 2000: +9.9",39.9,32514,"$42,279 ", 85.0 /100,52.30%,47.70%
florida,marianna florida.html,"7,293",38.9,32446,"$32,328 ", 81.4 /100,49.60%,50.40%
florida,north lauderdale florida.html,"44,198",32,33068,"$54,605 ", 114.4 /100,51.80%,48.20%
florida,marathon florida.html,"8,877",42.1,33050,"$55,993 ", 99.7 /100,46.80%,53.20%
florida,cypress lake florida.html," 11,846. Population change since 2000: -1.9",63.3,33919,"$47,355 ", 93.6 /100,57.00%,43.00%
florida,cutler florida.html,"18,889",38.7,33157,"$147,755 ", 121.5 /100,51.30%,48.70%
florida,country club florida.html," 47,105. Population change since 2000: +29.7",36.2,33014,"$54,520 ", 110.5 /100,52.60%,47.40%
florida,ormond by the sea florida.html," 7,406. Population change since 2000: -12.1",56.9,32176,"$46,569 ", 90.2 /100,52.30%,47.70%
florida,middleburg florida.html," 13,008. Population change since 2000: +25.8",41.4,32068,"$61,064 ", 87.0 /100,48.60%,51.40%
florida,gulf gate estates florida.html," 10,911. Population change since 2000: -6.3",53.8,34231,"$48,931 ", 96.5 /100,53.50%,46.50%
florida,norland florida.html,"24,978",30.4,33169,"$50,313 ", 116.0 /100,54.00%,46.00%
florida,new port richey east florida.html," 10,036. Population change since 2000: +1.2",47.8,34653,"$47,000 ", 94.6 /100,53.00%,47.00%
florida,fort pierce north florida.html," 6,474. Population change since 2000: -12.3",39.9,34947,"$35,656 ", 88.7 /100,53.40%,46.60%
florida,auburndale florida.html,"15,973",37.2,33823,"$45,984 ", 86.1 /100,52.20%,47.80%
florida,panama city beaches florida.html,"29,429",41,32407,"$56,776 ", 92.7 /100,49.20%,50.80%
florida,merritt island florida.html," 34,743. Population change since 2000: -3.7",49.3,32953,"$57,038 ", 90.5 /100,50.50%,49.50%
florida,bayshore gardens florida.html," 16,323. Population change since 2000: -5.9",46.6,34203,"$43,101 ", 94.6 /100,50.60%,49.40%
florida,lauderdale by the sea florida.html,"6,544",59.3,33308,"$52,906 ", 124.5 /100,49.80%,50.20%
florida,goulds florida.html," 10,103. Population change since 2000: +35.6",32.3,33170,"$27,256 ", 109.5 /100,50.40%,49.60%
florida,eustis florida.html,"20,827",40.7,32726,"$44,601 ", 89.9 /100,53.80%,46.20%
florida,gulf breeze florida.html,"6,528",40.1,32561,"$82,843 ", 86.9 /100,49.00%,51.00%
florida,belle glade florida.html,"19,666",32.7,33430,"$30,274 ", 99.2 /100,50.90%,49.10%
florida,lake lorraine florida.html," 7,010. Population change since 2000: -1.4",43.1,32579,"$70,761 ", 89.5 /100,51.10%,48.90%
florida,kendall florida.html,"73,805",43.1,33173,"$72,167 ", 111.7 /100,53.50%,46.50%
florida,miramar florida.html,"140,328",35.9,33025,"$70,381 ", 113.1 /100,50.70%,49.30%
florida,parrish florida.html,"9,754",44.8,34219,"$71,061 ", 99.5 /100,50.50%,49.50%
florida,bay harbor islands florida.html,"6,006",43.3,33181,"$53,467 ", 113.2 /100,46.70%,53.30%
florida,mcgregor florida.html," 7,406. Population change since 2000: +3.8",52.3,33919,"$77,079 ", 94.0 /100,50.60%,49.40%
florida,milton florida.html,"9,986",34.5,32570,"$47,414 ", 85.3 /100,53.60%,46.40%
florida,estero florida.html," 22,612. Population change since 2000: +137.9",63.8,33913,"$58,496 ", 94.2 /100,51.10%,48.90%
florida,miami shores florida.html,"10,649",40.8,33138,"$78,167 ", 112.5 /100,51.10%,48.90%
florida,olympia heights florida.html," 13,488. Population change since 2000: +0.3",48.5,33165,"$70,412 ", 112.3 /100,54.50%,45.50%
florida,fort myers beach florida.html,"7,077",67.9,33908,"$64,262 ", 98.1 /100,52.40%,47.60%
florida,gulfport florida.html,"12,371",54.5,33711,"$39,988 ", 95.3 /100,52.80%,47.20%
florida,pasadena hills florida.html,"7,570",45.9,33541," $51,347
Pasadena Hills:$51,347FL:$52,594
Estimated per capita income in 2017: $28,002
Pasadena Hills CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $161,500
Pasadena Hills:$161,500FL:$214,000
Mean prices in 2017: all housing units: $216,998; detached houses: $320,632; townhouses or other attached units: $154,700; in 5-or-more-unit structures: $433,711; mobile homes: $48,817; occupied boats, rvs, vans, etc.: $23,15", 93.8 /100,50.10%,49.90%
florida,cocoa beach florida.html,"11,733",56.7,32931,"$55,518 ", 92.3 /100,53.40%,46.60%
florida,collier manor cresthaven florida.html,"8,287",36,33064,"$48,075 ", 119.9 /100,49.00%,51.00%
florida,lake lucerne florida.html,"9,919",29.1,33056,"$48,819 ", 114.3 /100,53.10%,46.90%
florida,kissimmee florida.html,"71,104",33,34741,"$39,871 ", 91.6 /100,45.50%,54.50%
florida,keystone florida.html," 24,039. Population change since 2000: +64.3",44,33626,"$108,588 ", 97.6 /100,51.40%,48.60%
florida,hunters creek florida.html," 14,321. Population change since 2000: +52.9",38.7,32837,"$88,768 ", 93.8 /100,50.60%,49.40%
florida,palatka florida.html,"10,389",35.8,32177,"$21,738 ", 78.7 /100,57.00%,43.00%
florida,margate florida.html,"58,430",43.8,33068,"$52,794 ", 113.7 /100,53.10%,46.90%
florida,holiday florida.html," 22,403. Population change since 2000: +2.3",45.3,34691,"$43,652 ", 93.9 /100,50.70%,49.30%
florida,key west florida.html,"25,208",40.9,33040,"$66,895 ", 112.7 /100,49.50%,50.50%
florida,northeast leon florida.html,"49,416",37.6,32312,"$93,983 ", 94.7 /100,51.60%,48.40%
florida,pine ridge florida.html," 9,598. Population change since 2000: +74.8",62.9,34108,"$61,055 ", 83.2 /100,53.10%,46.90%
florida,mango florida.html," 11,313. Population change since 2000: +27.9",32.4,33584,"$45,748 ", 94.2 /100,52.20%,47.80%
florida,deltona florida.html,"90,746",38.5,32725,"$53,171 ", 88.3 /100,50.20%,49.80%
florida,lynn haven florida.html,"20,922",38.2,32409,"$61,147 ", 86.9 /100,53.20%,46.80%
florida,perry florida.html,"6,937",37.7,32347,"$35,207 ", 79.9 /100,59.00%,41.00%
florida,clearwater florida.html,"115,513",42.3,33755,"$44,062 ", 96.1 /100,55.50%,44.50%
florida,doctor phillips florida.html," 10,981. Population change since 2000: +15.0",45.5,32819,"$92,670 ", 94.0 /100,49.20%,50.80%
florida,lantana florida.html,"11,824",40.8,33462,"$47,506 ", 100.5 /100,47.00%,53.00%
florida,largo florida.html,"84,754",47.3,33760,"$43,363 ", 94.2 /100,50.90%,49.10%
florida,north palm beach florida.html,"13,057",52.7,33408,"$70,854 ", 102.3 /100,50.90%,49.10%
florida,de land florida.html,"32,506",40.2,32720,"$38,236 ", 88.4 /100,53.30%,46.70%
florida,lake worth corridor florida.html,"20,788",27.7,33461,"$43,003 ", 105.5 /100,46.30%,53.70%
florida,opa locka florida.html,"16,479",32,33054,"$27,253 ", 109.5 /100,54.00%,46.00%
florida,maitland florida.html,"17,554",40.8,32751,"$75,893 ", 94.1 /100,52.00%,48.00%
florida,jacksonville beach florida.html,"23,518",43.4,32250,"$60,017 ", 90.5 /100,48.50%,51.50%
florida,palm valley florida.html," 20,019. Population change since 2000: +0.8",49.9,32082,"$100,513 ", 91.3 /100,52.60%,47.40%
florida,cooper city florida.html,"35,732",39.8,33024,"$102,482 ", 115.5 /100,51.50%,48.50%
florida,alachua florida.html,"9,982",34.3,32615,"$54,128 ", 87.9 /100,52.10%,47.90%
florida,mims florida.html," 7,058. Population change since 2000: -22.8",50.8,32754,"$46,142 ", 88.1 /100,47.00%,53.00%
florida,ocala florida.html,"59,110",37.5,34470,"$42,458 ", 84.5 /100,51.20%,48.80%
florida,brooksville florida.html,"8,147",46.3,34601,"$35,130 ", 91.3 /100,53.60%,46.40%
florida,ocoee florida.html,"46,402",36.1,34761,"$69,711 ", 91.6 /100,50.80%,49.20%
florida,lake park florida.html,"8,645",38.3,33403,"$45,291 ", 101.0 /100,49.20%,50.80%
florida,howey in the hills okahumpka florida.html,"16,323",64.6,34748,"$52,599 ", 95.2 /100,52.10%,47.90%
florida,jupiter florida.html,"64,976",46.9,33418,"$73,229 ", 102.9 /100,51.50%,48.50%
florida,cocoa florida.html,"18,532",37.2,32922,"$35,458 ", 89.2 /100,50.90%,49.10%
florida,coral gables florida.html,"51,095",41.6,33133,"$92,790 ", 118.1 /100,51.50%,48.50%
florida,orlovista florida.html," 6,123. Population change since 2000: +1.3",34.8,32835,"$45,573 ", 90.8 /100,48.90%,51.10%
florida,mount dora florida.html,"13,916",48.8,32757,"$50,245 ", 91.3 /100,56.90%,43.10%
florida,lake worth florida.html,"38,107",36.4,33460,"$40,028 ", 100.9 /100,48.30%,51.70%
florida,jensen beach florida.html," 11,707. Population change since 2000: +5.5",55.2,34994,"$46,547 ", 90.4 /100,48.10%,51.90%
florida,lauderhill florida.html,"71,970",34.3,33351,"$38,471 ", 113.4 /100,53.20%,46.80%
florida,parkland florida.html,"32,202",40.9,33067,"$139,919 ", 121.2 /100,51.60%,48.40%
florida,oldsmar florida.html,"14,617",39.5,34677,"$69,894 ", 94.6 /100,53.70%,46.30%
florida,middleburg clay hill florida.html,"37,033",33.2,32068,"$62,526 ", 90.0 /100,50.10%,49.90%
florida,clermont florida.html,"35,211",42,34711,"$54,707 ", 91.9 /100,49.80%,50.20%
florida,fort pierce florida.html,"45,581",37.7,34945,"$34,585 ", 89.3 /100,52.70%,47.30%
florida,oakland park florida.html,"45,035",39.9,33334,"$48,392 ", 115.1 /100,45.90%,54.10%
florida,new smyrna beach florida.html,"26,470",56.9,32128,"$47,105 ", 90.4 /100,50.60%,49.40%
florida,central pasco florida.html,"69,995",36.8,33544,"$84,713 ", 99.4 /100,50.50%,49.50%
florida,celebration florida.html," 7,427. Population change since 2000: +171.5",40,34747,"$96,663 ", 98.7 /100,50.90%,49.10%
florida,ponte vedra florida.html,"37,924",41.8,32082,"$107,974 ", 101.1 /100,51.80%,48.20%
florida,lake wales florida.html,"16,066",35.8,33853,"$36,164 ", 86.5 /100,52.10%,47.90%
florida,panama city florida.html,"36,986",41,32401,"$45,851 ", 86.4 /100,52.50%,47.50%
florida,orlando florida.html,"280,257",33,32801,"$47,594 ", 92.8 /100,51.30%,48.70%
florida,homestead florida.html,"69,907",32.1,33030,"$47,426 ", 108.1 /100,49.00%,51.00%
florida,pahokee florida.html,"6,236",34.6,33476,"$35,626 ", 97.3 /100,46.70%,53.30%
florida,bradenton florida.html,"56,508",44.2,34205,"$49,879 ", 95.5 /100,53.60%,46.40%
florida,brownsville florida.html," 15,313. Population change since 2000: +6.4",36.9,33142,"$23,464 ", 109.3 /100,54.40%,45.60%
florida,pompano beach highlands florida.html,"6,964",34.5,33064,"$46,146 ", 121.3 /100,48.30%,51.70%
florida,sanderson florida.html,"12,231",32.9,32087,"$53,849 ", 84.6 /100,44.50%,55.50%
florida,richmond heights florida.html," 8,541. Population change since 2000: +0.7",40,33176,"$53,019 ", 109.5 /100,53.90%,46.10%
florida,port salerno florida.html," 10,091. Population change since 2000: -0.5",51.2,34997,"$50,564 ", 91.1 /100,50.70%,49.30%
florida,sanibel island florida.html,"8,676",60.3,33957,"$102,805 ", 115.2 /100,52.30%,47.70%
florida,citrus springs florida.html," 8,622. Population change since 2000: +107.4",46.3,34433,"$41,802 ", 82.5 /100,50.30%,49.70%
florida,andover florida.html,"9,221",33.5,33169,"$44,117 ", 115.3 /100,56.00%,44.00%
florida,miramar beach florida.html," 6,146. Population change since 2000: +152.4",57.9,32459,"$74,124 ", 92.9 /100,51.40%,48.60%
florida,san carlos park florida.html," 16,824. Population change since 2000: +3.1",38.6,33912,"$61,353 ", 92.6 /100,45.80%,54.20%
florida,homosassa springs florida.html," 13,791. Population change since 2000: +10.7",52.5,34448,"$39,382 ", 77.7 /100,50.70%,49.30%
florida,lakeland florida.html,"108,054",41,33803,"$46,466 ", 86.7 /100,53.50%,46.50%
florida,port charlotte florida.html,"65,972",53.5,33948,"$52,335 ", 90.1 /100,51.10%,48.90%
florida,gifford florida.html," 9,590. Population change since 2000: +26.2",45.2,32960,"$36,525 ", 91.3 /100,51.50%,48.50%
florida,beacon square florida.html," 7,224. Population change since 2000: -0.5",43.9,34652,"$42,873 ", 93.9 /100,53.80%,46.20%
florida,port st. john florida.html," 12,267. Population change since 2000: +1.3",42.5,32927,"$57,691 ", 89.4 /100,51.40%,48.60%
florida,shady hills florida.html," 11,523. Population change since 2000: +47.8",47.2,34610,"$53,831 ", 93.7 /100,48.50%,51.50%
florida,sandalfoot cove florida.html,"18,470",39.4,33433,"$58,965 ", 107.5 /100,52.50%,47.50%
florida,jacksonville florida.html,"892,062",35.8,32202,"$51,497 ", 87.8 /100,51.60%,48.40%
florida,quincy florida.html,"7,542",40.3,32351,"$39,823 ", 87.3 /100,50.20%,49.80%
florida,scott lake florida.html,"15,642",31.3,33056,"$66,175 ", 115.2 /100,53.60%,46.40%
florida,riviera beach florida.html,"34,674",38.1,33404,"$42,796 ", 101.1 /100,51.80%,48.20%
florida,sarasota springs florida.html," 14,395. Population change since 2000: -9.3",46.1,34232,"$58,433 ", 95.6 /100,52.00%,48.00%
florida,ruskin florida.html," 17,208. Population change since 2000: +106.8",32.2,33570,"$37,994 ", 94.3 /100,51.50%,48.50%
florida,sebastian florida.html,"25,174",53.9,32970,"$48,795 ", 90.6 /100,51.90%,48.10%
florida,sky lake florida.html," 6,153. Population change since 2000: +8.9",37,32809,"$48,187 ", 91.9 /100,51.20%,48.80%
florida,belle isle florida.html,"6,996",49.3,32806,"$85,337 ", 93.7 /100,45.80%,54.20%
florida,port st. lucie florida.html,"189,344",43.3,34953,"$57,045 ", 90.6 /100,50.70%,49.30%
florida,kendale lakes florida.html," 56,148. Population change since 2000: -1.3",42.9,33175,"$61,300 ", 110.1 /100,53.30%,46.70%
florida,asbury lake florida.html," 8,700. Population change since 2000: +290.5",38.6,32043,"$87,447 ", 89.0 /100,48.40%,51.60%
florida,bellair meadowbrook terrace florida.html," 13,343. Population change since 2000: -19.3",34.6,32073,"$56,662 ", 87.6 /100,51.70%,48.30%
florida,siesta key florida.html," 6,565. Population change since 2000: -8.2",65.7,34242,"$92,418 ", 102.8 /100,53.10%,46.90%
florida,golden lakes florida.html,"7,456",38.5,33411,"$36,883 ", 101.4 /100,54.40%,45.60%
florida,bloomingdale florida.html," 22,711. Population change since 2000: +14.5",42.7,33511,"$92,752 ", 96.0 /100,50.20%,49.80%
florida,north andrews gardens florida.html,"10,337",36,33334,"$56,820 ", 121.0 /100,48.90%,51.10%
florida,lake city florida.html,"12,163",37.8,32024,"$34,573 ", 81.3 /100,49.60%,50.40%
florida,cape canaveral florida.html,"10,413",58.6,32920,"$40,432 ", 91.2 /100,51.60%,48.40%
florida,country walk florida.html," 15,997. Population change since 2000: +50.2",38.7,33186,"$88,417 ", 111.3 /100,53.90%,46.10%
florida,bellview florida.html," 23,355. Population change since 2000: +10.2",40.4,32505,"$53,449 ", 85.3 /100,52.60%,47.40%
florida,lake butter florida.html,"8,339",37.9,34786,"$149,074 ", 105.1 /100,50.30%,49.70%
florida,fairview shores florida.html," 10,239. Population change since 2000: -26.3",37.3,32789,"$46,364 ", 92.3 /100,47.70%,52.30%
florida,inwood florida.html," 6,403. Population change since 2000: -7.5",34.5,33881,"$34,938 ", 86.0 /100,51.60%,48.40%
florida,dania beach florida.html,"21,477",39.9,33004,"$46,526 ", 121.6 /100,50.10%,49.90%
florida,carrollwood florida.html,"33,365",42.6,33612," $54,731
Carrollwood:$54,731FL:$52,594
Estimated per capita income in 2017: $30,840
Carrollwood CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $213,600
Carrollwood:$213,600FL:$214,000
Mean prices in 2017: all housing units: $293,322; detached houses: $334,292; townhouses or other attached units: $174,411; in 2-unit structures: $75,049; in 3-to-4-unit structures: $147,828; in 5-or-more-unit structures: $133,085; mobile homes: $95,50", 94.7 /100,52.80%,47.20%
florida,cypress gardens florida.html," 8,917. Population change since 2000: +0.8",49.2,33884,"$66,960 ", 87.2 /100,52.70%,47.30%
florida,hialeah florida.html,"239,673",46.5,33010,"$34,512 ", 111.5 /100,51.80%,48.20%
florida,lehigh acres florida.html,"132,618",33.9,33936,"$47,242 ", 91.1 /100,51.90%,48.10%
florida,fountainbleau florida.html," 59,764. Population change since 2000: +0.4",41.7,33174,"$49,296 ", 110.9 /100,54.40%,45.60%
